stock_id,stock_name,年月,月增,年增,當月營收
1101,台泥,202508,-9.76,-6.07,12214776
1101,台泥,202507,33.91,-6.19,13535929
1101,台泥,202506,-19.9,-26,10107877
1101,台泥,202505,-0.48,-8.95,12619495
1101,台泥,202504,-6.99,9.07,12681318
1101,台泥,202503,49.45,-0.1,13635386
1101,台泥,202502,-25.29,90.12,9123490
1101,台泥,202501,-26.17,68.74,12213350
1102,亞泥,202508,-2.96,-15.89,5663764
1102,亞泥,202507,-3.03,-13.17,5836590
1102,亞泥,202506,-5.5,-11.97,6019299
1102,亞泥,202505,1.49,-1.38,6370169
1102,亞泥,202504,-3.92,10.36,6276269
1102,亞泥,202503,56.12,1.92,6532662
1102,亞泥,202502,-28.8,16.23,4184371
1102,亞泥,202501,-17.04,-9.44,5877674
1103,嘉泥,202508,-5.94,-11.4,236882
1103,嘉泥,202507,1.64,-2.52,251867
1103,嘉泥,202506,-0.55,-3.33,247791
1103,嘉泥,202505,-8.25,2.19,249182
1103,嘉泥,202504,1.99,14.04,271595
1103,嘉泥,202503,22.05,4.47,266282
1103,嘉泥,202502,-18.59,8.38,218169
1103,嘉泥,202501,-5.69,10.3,268003
1104,環泥,202508,4.86,-7.58,603054
1104,環泥,202507,-8.28,-7.39,575078
1104,環泥,202506,-2.49,-5.31,627049
1104,環泥,202505,-7.95,-13.45,643106
1104,環泥,202504,-0.5,1.74,698668
1104,環泥,202503,30.36,-6.42,702215
1104,環泥,202502,-21.68,12.83,538636
1104,環泥,202501,-8.94,1.03,687804
1108,幸福,202508,-3.71,-9.97,344143
1108,幸福,202507,-1.08,3.6,357412
1108,幸福,202506,-7.01,1.87,361327
1108,幸福,202505,-5.38,-10.81,388571
1108,幸福,202504,0.58,-3.76,410688
1108,幸福,202503,14.63,-9.15,408312
1108,幸福,202502,-20.53,24.38,356169
1108,幸福,202501,-10.99,-1.95,448229
1109,信大,202508,-0.72,1.68,365337
1109,信大,202507,-5.85,-3.67,367999
1109,信大,202506,-4.02,-6.33,390871
1109,信大,202505,-6.15,-21.19,407283
1109,信大,202504,-2.84,-1.78,434011
1109,信大,202503,87.18,10.64,446709
1109,信大,202502,-21.64,5.23,238647
1109,信大,202501,-23.33,-34.72,304555
1110,東泥,202508,23.95,-27.8,236226
1110,東泥,202507,-14.31,-30.49,190570
1110,東泥,202506,-14.94,15.26,222403
1110,東泥,202505,-1.16,27.82,261492
1110,東泥,202504,-3.77,27.75,264572
1110,東泥,202503,20.18,24.31,274954
1110,東泥,202502,-3.38,30.59,228781
1110,東泥,202501,-9.09,31.15,236789
1201,味全,202508,6.71,-10.93,1974741
1201,味全,202507,6.55,-14.09,1850418
1201,味全,202506,-9.69,-10.93,1736584
1201,味全,202505,3.55,-6.97,1923030
1201,味全,202504,4.73,-1.68,1856995
1201,味全,202503,15.94,-0.47,1773075
1201,味全,202502,-20.05,-11.62,1529280
1201,味全,202501,3.39,4.96,1913014
1203,味王,202508,7.15,-5.28,470431
1203,味王,202507,1.51,-7.75,439000
1203,味王,202506,-10.09,-16.01,432438
1203,味王,202505,-3.52,-6.07,481004
1203,味王,202504,-4.39,1.25,498590
1203,味王,202503,10.81,-0.63,521527
1203,味王,202502,-12.88,-0.46,470623
1203,味王,202501,-10.33,-3.68,540262
1210,大成,202508,7.84,-5.21,8556083
1210,大成,202507,-0.58,-6.72,7933720
1210,大成,202506,-3.02,-2.76,7980681
1210,大成,202505,-5.64,-4.44,8229515
1210,大成,202504,-0.55,1.53,8722030
1210,大成,202503,8.44,2.12,8770327
1210,大成,202502,-6.87,11.67,8087375
1210,大成,202501,-5.25,-8.33,8684590
1213,大飲,202508,46.75,31.96,34176
1213,大飲,202507,-2.63,19.04,23287
1213,大飲,202506,19.71,94.64,23916
1213,大飲,202505,-20.58,21.62,19978
1213,大飲,202504,27.73,101.61,25157
1213,大飲,202503,-18.16,148.45,19695
1213,大飲,202502,7.54,65.93,24067
1213,大飲,202501,32.97,104.99,22379
1215,卜蜂,202508,-1.62,-3.49,2333191
1215,卜蜂,202507,6.53,2.1,2371761
1215,卜蜂,202506,-9.06,4.04,2226284
1215,卜蜂,202505,2.59,3.45,2448264
1215,卜蜂,202504,2.18,8.53,2386361
1215,卜蜂,202503,15,-1.72,2335353
1215,卜蜂,202502,-12.88,0,2030712
1215,卜蜂,202501,-4.19,-6.94,2331017
1216,統一,202508,6.44,-1.34,60796560
1216,統一,202507,2.46,-3.92,57114520
1216,統一,202506,-3.27,1.37,55738019
1216,統一,202505,2.52,5.16,57625519
1216,統一,202504,0.48,7.39,56208747
1216,統一,202503,17.57,7.17,55935541
1216,統一,202502,-27.64,-0.67,47574945
1216,統一,202501,27.83,12.08,65755516
1217,愛之味,202508,21.56,-14.86,591972
1217,愛之味,202507,14.7,-5.96,486959
1217,愛之味,202506,-3.67,5.04,424548
1217,愛之味,202505,16.96,-0.95,440729
1217,愛之味,202504,-6.41,6.68,376794
1217,愛之味,202503,28.26,7.94,402634
1217,愛之味,202502,-33.08,-2.99,313901
1217,愛之味,202501,41.09,1.41,469134
1218,泰山,202508,14.27,-0.38,1021563
1218,泰山,202507,10.38,-8.56,893928
1218,泰山,202506,-2.77,-1.26,809797
1218,泰山,202505,4.91,0.62,832885
1218,泰山,202504,-3.83,-10.25,793857
1218,泰山,202503,5,-4.68,825493
1218,泰山,202502,-11.44,-0.23,786116
1218,泰山,202501,21.83,-19.5,887717
1219,福壽,202508,4.08,-1.1,1150184
1219,福壽,202507,0.5,-7.62,1105072
1219,福壽,202506,-8.15,5.52,1099572
1219,福壽,202505,-0.83,-1.41,1197196
1219,福壽,202504,-6.72,-0.6,1207240
1219,福壽,202503,11.36,7.62,1294322
1219,福壽,202502,-1.4,12.15,1162280
1219,福壽,202501,-7.03,-11.49,1178879
1220,台榮,202508,1.74,-4.7,280352
1220,台榮,202507,7.67,3.13,275553
1220,台榮,202506,-6.72,-4.55,255918
1220,台榮,202505,2.94,-6.34,274366
1220,台榮,202504,-1.15,5.1,266521
1220,台榮,202503,-0.39,-5.94,269636
1220,台榮,202502,23.66,42.63,270707
1220,台榮,202501,-31.7,-24.22,218906
1225,福懋油,202508,-6.66,-12.82,939446
1225,福懋油,202507,2.26,-5.45,1006566
1225,福懋油,202506,-2.36,3.83,984253
1225,福懋油,202505,-1.02,-0.82,1008123
1225,福懋油,202504,-4.08,-5.36,1018583
1225,福懋油,202503,-0.6,-7.75,1061994
1225,福懋油,202502,-1.99,17.51,1068503
1225,福懋油,202501,-8.22,-15.04,1090255
1227,佳格,202508,22.92,-8.81,2370684
1227,佳格,202507,-2.62,-9.84,1928591
1227,佳格,202506,-8.49,1.07,1980512
1227,佳格,202505,6.63,-6.47,2164443
1227,佳格,202504,1.15,-2.58,2029826
1227,佳格,202503,25,-2.97,2006555
1227,佳格,202502,-50.89,21.75,1605125
1227,佳格,202501,-2.31,-4.12,3268631
1229,聯華,202508,3.93,10.78,1017481
1229,聯華,202507,-54.25,3.15,978972
1229,聯華,202506,148.07,23.02,2140098
1229,聯華,202505,-22.06,-19.12,862668
1229,聯華,202504,43.99,-2.29,1106918
1229,聯華,202503,-2.57,-36.06,768711
1229,聯華,202502,-8.69,0.32,789043
1229,聯華,202501,-29.71,-18.59,864201
1231,聯華食,202508,2.08,1.73,1168240
1231,聯華食,202507,18.81,2.63,1144425
1231,聯華食,202506,-5.42,11.01,963173
1231,聯華食,202505,2.04,10.28,1018378
1231,聯華食,202504,-0.35,16.13,998002
1231,聯華食,202503,19.97,10.28,1001578
1231,聯華食,202502,-35.25,-5.57,834848
1231,聯華食,202501,-7.68,15.83,1289469
1232,大統益,202508,1.23,-1.64,1780197
1232,大統益,202507,9.59,-5.42,1758494
1232,大統益,202506,-3.72,-5.42,1604514
1232,大統益,202505,-9.07,-9.81,1666647
1232,大統益,202504,-5.28,2.2,1833047
1232,大統益,202503,18.48,1.24,1935400
1232,大統益,202502,-10.66,2.38,1633429
1232,大統益,202501,-6.25,-13.72,1828340
1233,天仁,202508,11.24,-3.73,178499
1233,天仁,202507,-1.61,-6.3,160451
1233,天仁,202506,-16.94,-6.88,163079
1233,天仁,202505,16.27,7.44,196357
1233,天仁,202504,-0.15,-1.42,168871
1233,天仁,202503,4.55,-10.52,169134
1233,天仁,202502,-26.54,-12.15,161766
1233,天仁,202501,3.95,5.87,220238
1234,黑松,202508,4.92,-20.65,887896
1234,黑松,202507,10.05,-14.86,846219
1234,黑松,202506,-14.41,-4.01,768937
1234,黑松,202505,12.37,10.9,898472
1234,黑松,202504,31.12,19.7,799538
1234,黑松,202503,-21.57,-6.29,609760
1234,黑松,202502,-7.72,-15.53,777480
1234,黑松,202501,18.94,-21.12,842531
1235,興泰,202508,46.42,41.92,18931
1235,興泰,202507,3.54,112.61,12929
1235,興泰,202506,-2.73,18.35,12486
1235,興泰,202505,-11.02,240.41,12837
1235,興泰,202504,-20.14,56.95,14427
1235,興泰,202503,934.76,86.75,18067
1235,興泰,202502,-79.71,-18.86,1746
1235,興泰,202501,-25.75,58.36,8607
1236,宏亞,202508,20.11,2.87,163447
1236,宏亞,202507,40.89,-16.48,136074
1236,宏亞,202506,-13.86,-4.06,96579
1236,宏亞,202505,-10.51,-14.12,112127
1236,宏亞,202504,-5.83,12.05,125303
1236,宏亞,202503,51.52,2.07,133073
1236,宏亞,202502,-70.23,-10.96,87822
1236,宏亞,202501,11.23,-14.37,295078
1240,茂生農經,202508,7.65,-4.05,230525
1240,茂生農經,202507,-1.59,-9.74,214130
1240,茂生農經,202506,-8.27,7.55,217592
1240,茂生農經,202505,11.95,-12.53,237227
1240,茂生農經,202504,-15.24,-8.79,211888
1240,茂生農經,202503,23.62,8.81,249994
1240,茂生農經,202502,-12.62,-3.73,202227
1240,茂生農經,202501,-11.08,-15.83,231435
1256,鮮活果汁-KY,202508,1.8,23.32,516828
1256,鮮活果汁-KY,202507,34.31,12.59,507659
1256,鮮活果汁-KY,202506,-1.75,-8.73,377955
1256,鮮活果汁-KY,202505,31.9,12.14,384691
1256,鮮活果汁-KY,202504,28.68,-33.55,291642
1256,鮮活果汁-KY,202503,26.3,-6.58,226637
1256,鮮活果汁-KY,202502,-45.43,-10.94,179442
1256,鮮活果汁-KY,202501,40.39,-22.84,328850
1259,安心,202508,1.49,-3.16,518800
1259,安心,202507,-1.32,-1.13,511150
1259,安心,202506,-2.56,-0.36,517989
1259,安心,202505,10.97,1.72,531652
1259,安心,202504,-3.02,-0.69,479095
1259,安心,202503,11.59,-1.92,494052
1259,安心,202502,-16.91,-10.55,442735
1259,安心,202501,8.74,7.77,532865
1264,德麥,202508,-3.57,-13.26,526051
1264,德麥,202507,10.13,-3.64,545535
1264,德麥,202506,-8.4,-1.67,495311
1264,德麥,202505,-4.74,0.49,540780
1264,德麥,202504,2.32,6.58,567719
1264,德麥,202503,34.48,6.28,554832
1264,德麥,202502,-39.45,20.61,412565
1264,德麥,202501,-9.19,0.14,681442
1268,漢來美食,202508,7.57,5.01,494542
1268,漢來美食,202507,-1.22,4.46,459723
1268,漢來美食,202506,-13.68,-4.13,465413
1268,漢來美食,202505,31.37,21.43,539221
1268,漢來美食,202504,-15.76,6.22,410440
1268,漢來美食,202503,4.5,0,487263
1268,漢來美食,202502,-40.37,-26.74,466265
1268,漢來美食,202501,36.29,40.72,781931
1294,漢田生技,202508,19.66,-3.91,68440
1294,漢田生技,202507,-18.42,-25.83,57191
1294,漢田生技,202506,34.73,4.29,70108
1294,漢田生技,202505,-28.05,-29.99,52034
1294,漢田生技,202504,-1.85,-4.21,72323
1294,漢田生技,202503,23.86,17.59,73692
1294,漢田生技,202502,43.39,19.56,59494
1294,漢田生技,202501,-27.86,-38.49,41491
1295,生合,202508,17.99,-35.64,75481
1295,生合,202507,-27.26,-19.44,63971
1295,生合,202506,-16.11,10.51,87952
1295,生合,202505,-9.84,22.29,104854
1301,台塑,202508,-10.23,-18.81,13103184
1301,台塑,202507,1.63,-17.57,14597054
1301,台塑,202506,-3.29,-15.77,14362122
1301,台塑,202505,-8.16,-14.62,14852023
1301,台塑,202504,-5.37,-2.92,16172957
1301,台塑,202503,5.96,-3.21,17092363
1301,台塑,202502,15.37,24.72,16129819
1301,台塑,202501,-14.99,-20.18,13980022
1303,南亞,202508,-1.41,-7.17,20853020
1303,南亞,202507,2.73,-6.11,21152898
1303,南亞,202506,-6.19,-5.6,20589873
1303,南亞,202505,-5.29,-3.36,21949304
1303,南亞,202504,0.71,5.92,23176793
1303,南亞,202503,4.22,6.9,23012738
1303,南亞,202502,7.92,32.12,22080604
1303,南亞,202501,-12.69,0.32,20458289
1304,台聚,202508,-3.92,-20.24,3376784
1304,台聚,202507,-10.07,-22.44,3514742
1304,台聚,202506,3.54,-13.85,3908637
1304,台聚,202505,-2.99,-16.91,3774657
1304,台聚,202504,-9.43,-11.14,3891027
1304,台聚,202503,3.15,5.15,4296504
1304,台聚,202502,13,16.57,4165011
1304,台聚,202501,-11.66,-15.57,3685781
1305,華夏,202508,2.13,19.43,768703
1305,華夏,202507,-26.2,-24.54,752645
1305,華夏,202506,26.51,-11.07,1019947
1305,華夏,202505,-3.07,-20.61,806203
1305,華夏,202504,-0.54,-8.93,831785
1305,華夏,202503,-1.65,-14.75,836342
1305,華夏,202502,9.68,-0.51,850423
1305,華夏,202501,3.84,-27.44,775346
1307,三芳,202508,-1.04,-13.81,950351
1307,三芳,202507,25.1,-11.5,960365
1307,三芳,202506,-4.39,3.44,767647
1307,三芳,202505,-11.18,-6.37,802937
1307,三芳,202504,-11.54,0.67,904039
1307,三芳,202503,7.69,9.35,1022024
1307,三芳,202502,-1.14,41.56,949002
1307,三芳,202501,18.79,-3.91,959988
1308,亞聚,202508,-1.24,-1.98,459866
1308,亞聚,202507,8.76,-18.33,465643
1308,亞聚,202506,-9.36,-18.18,428134
1308,亞聚,202505,7.24,5.9,472396
1308,亞聚,202504,-21.95,-16.17,440496
1308,亞聚,202503,5.99,16.07,564425
1308,亞聚,202502,21.73,7.34,532521
1308,亞聚,202501,-21.09,-24.43,437450
1309,台達化,202508,-6.53,-42.78,1079037
1309,台達化,202507,-7.35,-28.77,1154534
1309,台達化,202506,1.55,-24.02,1246157
1309,台達化,202505,-10.81,-27.09,1227097
1309,台達化,202504,-8.4,-15.03,1375904
1309,台達化,202503,3.9,10.52,1502160
1309,台達化,202502,12.49,33.34,1445653
1309,台達化,202501,-17.43,-4.64,1285028
1310,台苯,202508,-8.37,-30.93,716796
1310,台苯,202507,3.23,-24.31,782309
1310,台苯,202506,-10,-37.73,757768
1310,台苯,202505,-0.54,-29.33,841983
1310,台苯,202504,21.7,-17.59,846621
1310,台苯,202503,-3.44,9.57,695651
1310,台苯,202502,-17.89,2.89,720506
1310,台苯,202501,-12.02,-1.18,877555
1312,國喬,202508,-15.94,-16.45,1258413
1312,國喬,202507,16.94,-6.73,1497211
1312,國喬,202506,-14.96,-21.36,1280315
1312,國喬,202505,-42.81,-13.67,1505648
1312,國喬,202504,-0.53,56.15,2633140
1312,國喬,202503,47.79,188.84,2647259
1312,國喬,202502,42.25,65.39,1791123
1312,國喬,202501,-11.99,0.27,1259065
1313,聯成,202508,-3.62,-12.29,4946044
1313,聯成,202507,-0.21,-15.35,5132015
1313,聯成,202506,0.26,-14.55,5143161
1313,聯成,202505,-7.92,-26.21,5129412
1313,聯成,202504,-5,-20.28,5570919
1313,聯成,202503,36.8,-19.61,5864531
1313,聯成,202502,-2.23,25.86,4286677
1313,聯成,202501,-31.89,-37.62,4384870
1314,中石化,202508,-25.43,-56.58,1227152
1314,中石化,202507,11.84,-32.28,1645709
1314,中石化,202506,-13.28,-42.65,1471408
1314,中石化,202505,-2.45,-45.85,1696761
1314,中石化,202504,-17.54,-37.71,1739506
1314,中石化,202503,3.21,-22.7,2109730
1314,中石化,202502,-13.96,-19.77,2043929
1314,中石化,202501,7.57,-18.49,2375622
1315,達新,202508,-12.4,13.06,199708
1315,達新,202507,-3.88,45.1,227995
1315,達新,202506,5.01,0.3,237222
1315,達新,202505,47.42,22,225890
1315,達新,202504,-0.8,10.55,153227
1315,達新,202503,-16.26,18.02,154471
1315,達新,202502,-8.78,10.44,184467
1315,達新,202501,2.66,28.5,202243
1316,上曜,202508,3.86,324.52,357553
1316,上曜,202507,2.59,175.95,344236
1316,上曜,202506,17.81,113.89,335525
1316,上曜,202505,-10.26,182.58,284794
1316,上曜,202504,2.21,167.25,317381
1316,上曜,202503,24.47,233.15,310506
1316,上曜,202502,15.77,351.22,249447
1316,上曜,202501,5.24,171.98,215458
1319,東陽,202508,9.19,-14.8,1812381
1319,東陽,202507,-5.32,-17.71,1659710
1319,東陽,202506,-2.7,-9.33,1753048
1319,東陽,202505,-22.96,-16.04,1801870
1319,東陽,202504,-8.33,11.06,2339128
1319,東陽,202503,1.72,11.84,2551918
1319,東陽,202502,12.49,56.38,2508735
1319,東陽,202501,-0.79,-2.55,2230027
1321,大洋,202508,-12.44,-24.29,256760
1321,大洋,202507,-7.72,-13.41,293248
1321,大洋,202506,-0.43,-28.71,317814
1321,大洋,202505,0.59,-36.02,319215
1321,大洋,202504,-13.56,-18.34,317330
1321,大洋,202503,20.43,-16.95,367145
1321,大洋,202502,-6.54,18.5,304849
1321,大洋,202501,-12.65,-20.98,326211
1323,永裕,202508,8.58,-17.7,159541
1323,永裕,202507,-12.1,-20.22,146930
1323,永裕,202506,-3.84,-41.19,167170
1323,永裕,202505,-2.07,-35.29,173860
1323,永裕,202504,-8.92,-26.37,177544
1323,永裕,202503,36.32,-26.47,194938
1323,永裕,202502,-24.38,-35.46,143000
1323,永裕,202501,7.35,-32.06,189115
1324,地球,202508,18.3,1.85,62593
1324,地球,202507,-25.5,-14.62,52909
1324,地球,202506,33.03,13.13,71021
1324,地球,202505,-21.01,-34.37,53387
1324,地球,202504,-0.13,9.94,67590
1324,地球,202503,8.75,-11.32,67682
1324,地球,202502,13.47,24.53,62235
1324,地球,202501,-22.33,-24.72,54847
1325,恆大,202508,2.15,-12.64,20429
1325,恆大,202507,-24.47,-19.76,19998
1325,恆大,202506,-9.22,1.26,26477
1325,恆大,202505,3.26,8.73,29167
1325,恆大,202504,-5.31,17.46,28246
1325,恆大,202503,28.67,22.16,29830
1325,恆大,202502,-20.66,-12.52,23183
1325,恆大,202501,32.09,-35.71,29223
1326,台化,202508,-0.42,-20.99,23203688
1326,台化,202507,-6,-22.37,23302893
1326,台化,202506,4.51,-20.76,24792702
1326,台化,202505,-5.24,-28.19,23721263
1326,台化,202504,-9.77,-22.12,25033602
1326,台化,202503,2.22,-7.74,27746732
1326,台化,202502,13,5.7,27143490
1326,台化,202501,-12.04,-14.78,24019167
1336,台翰,202508,10.95,-8.49,215400
1336,台翰,202507,-7.84,-16,194127
1336,台翰,202506,-0.31,-5.19,210661
1336,台翰,202505,-5.54,-4.14,211334
1336,台翰,202504,-4.21,14.49,223736
1336,台翰,202503,23.73,15.84,233570
1336,台翰,202502,-5.72,30.44,188771
1336,台翰,202501,-5.2,-0.39,200232
1337,再生-KY,202508,-21.21,-28.77,40851
1337,再生-KY,202507,-7.87,-24.18,51850
1337,再生-KY,202506,12.01,5.93,56280
1337,再生-KY,202505,-17.98,-18.78,50243
1337,再生-KY,202504,34.13,-2.08,61260
1337,再生-KY,202503,-25.19,-43.33,45670
1337,再生-KY,202502,-19.26,-31.14,61049
1337,再生-KY,202501,-5.48,-14.56,75613
1338,廣華-KY,202508,2.66,28.26,456525
1338,廣華-KY,202507,-3.8,24.83,444675
1338,廣華-KY,202506,15.09,12.16,462259
1338,廣華-KY,202505,-1.72,-6.21,401631
1338,廣華-KY,202504,-9.51,-13.12,408670
1338,廣華-KY,202503,16.52,19.41,451648
1338,廣華-KY,202502,-14.07,18.88,387589
1338,廣華-KY,202501,-10.33,0.75,451076
1339,昭輝,202508,-12.6,-25.72,121383
1339,昭輝,202507,8.89,-9.29,138894
1339,昭輝,202506,-0.33,-1.19,127546
1339,昭輝,202505,-18.4,-18.01,127978
1339,昭輝,202504,-14.31,-0.07,156836
1339,昭輝,202503,17.47,4.48,183034
1339,昭輝,202502,-0.13,25.31,155805
1339,昭輝,202501,-13.65,-26.31,156019
1340,勝悅-KY,202508,27.8,-79.55,5152
1340,勝悅-KY,202507,-80.38,-81.74,4031
1340,勝悅-KY,202506,-11.58,-58.83,20548
1340,勝悅-KY,202505,-17.3,-45.66,23241
1340,勝悅-KY,202504,-1.59,-31.88,28106
1340,勝悅-KY,202503,78.74,-17.75,28561
1340,勝悅-KY,202502,-3.23,23.64,15979
1340,勝悅-KY,202501,-42.43,-42.15,16514
1341,富林-KY,202508,-19.79,-22.28,173867
1341,富林-KY,202507,17.33,-16.02,216790
1341,富林-KY,202506,6.63,-8.25,184762
1341,富林-KY,202505,-23.05,-21.43,173265
1341,富林-KY,202504,-15.93,-20.42,225185
1341,富林-KY,202503,43.17,0.09,267873
1341,富林-KY,202502,-20.14,38.45,187099
1341,富林-KY,202501,-11.94,15.49,234302
1342,八貫,202508,-1.14,-10.38,188651
1342,八貫,202507,-13.2,14.02,190833
1342,八貫,202506,-10.61,0.18,219872
1342,八貫,202505,1.77,3.08,245972
1342,八貫,202504,-14.14,34.83,241671
1342,八貫,202503,16.12,23.72,281475
1342,八貫,202502,-3.8,13.88,242393
1342,八貫,202501,-10.47,40.04,251990
1402,遠東新,202508,2.27,-13.14,19820523
1402,遠東新,202507,-5.25,-11.3,19378881
1402,遠東新,202506,4.28,-9.92,20454748
1402,遠東新,202505,-2.01,-14.15,19614093
1402,遠東新,202504,-9.46,-8.83,20017785
1402,遠東新,202503,12.52,-3.26,22109493
1402,遠東新,202502,-10.86,0.83,19649054
1402,遠東新,202501,-11.89,-4.43,22045002
1409,新纖,202508,26.12,-3.16,3746713
1409,新纖,202507,-5.17,-25.07,2970720
1409,新纖,202506,-3.2,-16.95,3132986
1409,新纖,202505,-0.77,-18.83,3236780
1409,新纖,202504,-13.32,-13.47,3262094
1409,新纖,202503,10.95,-7.33,3763379
1409,新纖,202502,0.13,7.25,3391760
1409,新纖,202501,-27.55,-7.54,3387023
1410,南染,202508,-0.49,-40.5,13766
1410,南染,202507,-23.44,-38.28,13835
1410,南染,202506,20.4,-4.82,18073
1410,南染,202505,-26.74,-19.72,15010
1410,南染,202504,7.32,22.39,20489
1410,南染,202503,-3.03,1.67,19090
1410,南染,202502,64.24,14.59,19688
1410,南染,202501,-41.04,-36.16,11987
1413,宏洲,202508,-15.28,-35.43,144296
1413,宏洲,202507,0.36,-18.09,170323
1413,宏洲,202506,-20.68,18.98,169701
1413,宏洲,202505,-5.03,31.82,213967
1413,宏洲,202504,-0.03,23.84,225307
1413,宏洲,202503,26.53,0.96,225392
1413,宏洲,202502,-9.32,6.52,178124
1413,宏洲,202501,0.96,-15.65,196446
1414,東和,202508,-4.85,-15.04,33531
1414,東和,202507,-6.33,-21.99,35243
1414,東和,202506,-9.06,-8,37627
1414,東和,202505,-12.84,-18.89,41378
1414,東和,202504,-9.73,-6.65,47474
1414,東和,202503,28.54,-3.36,52596
1414,東和,202502,2.82,5.24,40915
1414,東和,202501,-3.38,-15.01,39790
1416,廣豐,202508,20.19,21.71,30752
1416,廣豐,202507,-11.62,-12.99,25586
1416,廣豐,202506,15.11,17.02,28952
1416,廣豐,202505,-5.18,-10.94,25150
1416,廣豐,202504,-0.37,11.83,26526
1416,廣豐,202503,-5.39,-0.94,26627
1416,廣豐,202502,2.64,29.1,28146
1416,廣豐,202501,-23.69,-9.89,27420
1417,嘉裕,202508,6.96,-42.72,28755
1417,嘉裕,202507,-31.74,8.67,26883
1417,嘉裕,202506,65.85,16.65,39386
1417,嘉裕,202505,9.83,-57.21,23747
1417,嘉裕,202504,15,-57.92,21620
1417,嘉裕,202503,14.75,-74.43,18799
1417,嘉裕,202502,-17.92,-75.71,16382
1417,嘉裕,202501,-62.28,-79.34,19960
1418,東華,202508,-5.55,-97.6,17
1418,東華,202507,5.88,-79.31,18
1418,東華,202506,-95.04,-96.7,17
1418,東華,202505,-1.43,-74.46,343
1418,東華,202504,-59.01,-41.01,348
1418,東華,202503,-35.28,-67.45,849
1418,東華,202502,93.22,35.25,1312
1418,東華,202501,-35.88,139.92,679
1419,新紡,202508,46.67,1,481661
1419,新紡,202507,19.84,24.69,328379
1419,新紡,202506,-26.95,17.77,273993
1419,新紡,202505,30.36,5.62,375079
1419,新紡,202504,-27.35,-4.23,287707
1419,新紡,202503,19.78,22.11,396037
1419,新紡,202502,-1.91,20.2,330627
1419,新紡,202501,-40.56,28.53,337096
1423,利華,202508,-16.62,-56.83,4505
1423,利華,202507,78.55,-62.57,5403
1423,利華,202506,-41.67,-35.61,3026
1423,利華,202505,-17.75,-30.22,5188
1423,利華,202504,-40.57,5.23,6308
1423,利華,202503,-4.04,-15.05,10615
1423,利華,202502,64.8,-27.86,11062
1423,利華,202501,31.01,-45.68,6712
1432,大魯閣,202508,8.24,8.52,127741
1432,大魯閣,202507,8.3,3.31,118010
1432,大魯閣,202506,1.28,-5.25,108963
1432,大魯閣,202505,-2.63,12.41,107576
1432,大魯閣,202504,5.34,7.26,110483
1432,大魯閣,202503,-2.83,6.27,104877
1432,大魯閣,202502,-11.79,-10.54,107937
1432,大魯閣,202501,6.97,19.09,122375
1434,福懋,202508,-0.13,-10.53,2183147
1434,福懋,202507,0.25,-4.3,2186035
1434,福懋,202506,-7.8,-9.26,2180462
1434,福懋,202505,-13.18,-9.08,2364954
1434,福懋,202504,-3.23,3.97,2724072
1434,福懋,202503,9.79,7.03,2815178
1434,福懋,202502,11.06,18.51,2564073
1434,福懋,202501,-4.69,-2.88,2308607
1435,中福,202508,0.2,-49.64,499
1435,中福,202507,-0.2,-49.69,498
1435,中福,202506,0.2,-50.59,499
1435,中福,202505,-0.2,-51.31,498
1435,中福,202504,0.2,-51.31,499
1435,中福,202503,-0.2,-51.17,498
1435,中福,202502,0.2,-51.36,499
1435,中福,202501,0,-17.54,498
1436,華友聯,202508,-69.48,-66.44,449276
1436,華友聯,202507,23.35,20.64,1472403
1436,華友聯,202506,1457.4,53.58,1193671
1436,華友聯,202505,6.42,-90.8,76645
1436,華友聯,202504,-19.26,-82.48,72020
1436,華友聯,202503,17.08,3630.69,89201
1436,華友聯,202502,-47.72,400.23,76186
1436,華友聯,202501,22.33,5817.37,145745
1437,勤益控,202508,-57.49,2.3,69292
1437,勤益控,202507,137.94,20.68,163031
1437,勤益控,202506,10.36,14.73,68515
1437,勤益控,202505,-8.75,-10.85,62083
1437,勤益控,202504,0.39,9.11,68043
1437,勤益控,202503,-0.31,11.52,67774
1437,勤益控,202502,22.9,7.4,67989
1437,勤益控,202501,-30.72,3.74,55320
1438,三地開發,202508,0,0,978
1438,三地開發,202507,0,0,0
1438,三地開發,202506,0,0,0
1438,三地開發,202505,0,-100,0
1438,三地開發,202504,-100,0,0
1438,三地開發,202503,0,0,241
1438,三地開發,202502,0,0,0
1438,三地開發,202501,0,0,0
1439,雋揚,202508,-18.73,2455.18,123109
1439,雋揚,202507,106.42,3387.17,151483
1439,雋揚,202506,288.2,535.51,73383
1439,雋揚,202505,312.99,115.68,18903
1439,雋揚,202504,-96.42,-57.1,4577
1439,雋揚,202503,2898.96,755.35,127936
1439,雋揚,202502,1.69,-65.16,4266
1439,雋揚,202501,-57.47,-29.48,4195
1440,南紡,202508,-1.91,-33.13,1096783
1440,南紡,202507,-5.43,-32.5,1118170
1440,南紡,202506,-8.43,-11.36,1182380
1440,南紡,202505,5.28,-20.29,1291362
1440,南紡,202504,-15.96,-11.08,1226509
1440,南紡,202503,2.87,-3.33,1459502
1440,南紡,202502,7.94,12.52,1418665
1440,南紡,202501,7.72,-9.66,1314202
1441,大東,202508,1.06,-36.7,124523
1441,大東,202507,-17.86,-38.71,123213
